event_id,news,tags,event_score
21,"After the launch of the China Pakistan Economic Corridor (CPEC) first Special Economic Zone (SEZ), Rashakai SEZ, the colonization of the second SEZ, Allama Iqbal Industrial City (AIIC) Faisalabad begins with Rs.53.6 bn Investment. As per details, a  meeting of the AIIC SEZ Committee was held on 5th March 2021, approving 15 applicants and allotting land of 320 acres.Applicants include a Chinese Firm Zhengbang Agriculture Pakistan Pvt Ltd with a plan Rs. 800 m investment. Amongst other 14 local firms, Zahid Jee Textile Mills, Ocean Ceramics & Ittehad Metals to initiate business establishments worth Rs.11.8 billion, Rs. 11.2bn and Rs. 7.5bn, respectively.Meanwhile, a meeting of the Vehari SEZ Committee approved its 1st zone enterprise. The colonization of this zone started with admission of a firm Suraya Aslam Paper Private Limited to establish a project worth Rs. 100 million.The SEZ Committee of Rahimyar Khan allotted land and approved zone entry to Naseem Export Private Limited with a planed Rs 4.5 billion investment.The applications for zone enterprise entry and allotment of land were submitted and processed via SEZÃ¢Â€Â™s MIS Module designed by the Federal BOI recently. The module ensures transparency & works as a one window operation: a vision of the government to ensure ease of doing business.Along with the allotment of land, these enterprises are now entitled to SEZÃ¢Â€Â™s benefits, including custom duties and tax exemption under the SEZ Act 2012.Atif R. Bokhari, Chairman BOI while appreciating the development, said that automation process of SEZs, envisioned by the PM Imran Khan is now bearing fruits. The SEZ MIS Module was approved to facilitate investors to gain admission in zones and ensure transparency.Secretary BOI Fareena Mazhar stated that int'l investors could easily avail the opportunity to identify & select the potential locations for setting up their units in  SEZs in Pakistan. Secretary BOI further stated that the Federal Board of Investment will ensure handholding of local & foreign investors and the provinces at every stage of the industrial development process in Pakistan.",['China Pakistan Economic Corridor (CPEC) is a potential positive'],1
22,"WASHINGTON: The International Monetary Fund (IMF), treasuries' department's currency values in terms of Special Drawing Rights (SDR).======================================================================================Mar 05, 2021======================================================================================                                Currency units per SDR           SDR per Currency unit======================================================================================Currency                         4-Mar-21       3-Mar-21       2-Mar-21       1-Mar-21======================================================================================Chinese yuan                     0.107671       0.107712       0.107594       0.107682Euro                             0.838146       0.838273       0.837713       0.838931Japanese yen                   0.00650675     0.00651173     0.00651819     0.00653677U.K. pound                          0.971       0.970715       0.969938       0.970273U.S. dollar                      0.696482       0.695778       0.696469       0.696035Algerian dinar                  0.0052318     0.00523318     0.00522339     0.00523178Australian dollar                0.542768       0.544238       0.540112       0.539079Botswana pula                   0.0631709      0.0633158      0.0631697      0.0633392Brazilian real                   0.124367       0.121351       0.122536       0.124679Brunei dollar                    0.522531       0.523299        0.52311       0.523295Canadian dollar                                 0.550849                      0.549747Chilean peso                  0.000952389    0.000957396    0.000965709    0.000966836Colombian peso                0.000189419    0.000190801    0.000192269    0.000192042Czech koruna                    0.0319869      0.0320812      0.0320466      0.0321643Danish krone                     0.112714        0.11273       0.112655       0.112821Indian rupee                   0.00957856     0.00952257     0.00949506     0.00949638Israeli New Shekel                0.21029       0.211676       0.211115       0.210537Korean won                    0.000620253     0.00062051     0.00062085Kuwaiti dinar                     2.30661        2.30428        2.30466        2.30399Malaysian ringgit                0.171738       0.171818       0.171798       0.171712Mauritian rupee                 0.0173898      0.0173658                     0.0173815Mexican peso                    0.0334047      0.0332977      0.0336616      0.0337679New Zealand dollar               0.505298       0.507779       0.506194       0.506157Norwegian krone                 0.0816949      0.0818216      0.0816838      0.0809776Omani rial                         1.8114        1.80957        1.81136        1.81023Peruvian sol                                    0.189482                      0.190642Philippine peso                 0.0143513       0.014325      0.0143303      0.0143061Polish zloty                     0.184006       0.185496       0.184422       0.185254Qatari riyal                     0.191341       0.191148       0.191338       0.191218Russian ruble                  0.00943916     0.00946396     0.00933911     0.00940019Saudi Arabian riyal                             0.185541Singapore dollar                 0.522531       0.523299        0.52311       0.523295South African rand               0.046387      0.0467511      0.0461221      0.0461105Swedish krona                   0.0826116      0.0829373      0.0823084       0.082538Swiss franc                                     0.758052       0.759301       0.762569Thai baht                         0.02294      0.0229652      0.0229577      0.0229427Trinidadian dollar                               0.10308                      0.103211U.A.E. dirham                    0.189648       0.189456                      0.189526Uruguayan peso                                 0.0158362                     0.0161306======================================================================================NOTES(1) The value of the U.S. dollar in terms of the SDR is the recip rocal of the sum of the dollar values, based on market exchange rates, of specified quant ities of the first four currencies shown. See SDR Valuation.The value in terms of the SDR of each of the other currencies shown above is derived from that currency's representative exchange rate against the U.S. dollar as reported by the issuing central bank and the SDR value of the U.S. dollar, except for the Iranian rial and the Libyan dinar, the values of which are officially expressed directly in terms of domestic currency units per SDR. All figures are rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.(2) The value in terms of each national currency of the SDR is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.Copyright Business Recorder, 2021","['The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates', ""The value in terms of the SDR of each of the other currencies shown above is derived from that currency's representative exchange rate against the U.S. dollar""]",-10
23,"ISLAMABAD: The KSE-100 index of the Pakistan Stock Exchange (PSX) Monday witnessed bearish trend, losing 786.29 points, with negative change of 1.72 percent, closing at 45,051.06 points against 45,837.35 points on the last working day.A total 459,870,921 shares were traded during the day compared to the trade of 317,237,196 shares the previous day whereas the price of shares stood at Rs24.751 billion against Rs15.944 billion previous day.As many as 360 companiesÃ¢Â€Â™ transacted shares in the stock market, 77 of them recorded gain and 271 sustained losses whereas the share price of 12 companies remained unchanged.The three top traded companies were Azgard Nine with a volume of 48,203,500 shares and price per share of Rs 34.83, Unity Food Ltd  with a volume of 45,359,701 and price per share of Rs30.96 and TRG Pak Ltd with volume of 35,358,942 and price per share of Rs145.78.Sapphire Tex witnessed maximum increase of Rs63.65 per share, closing at Rs1046 while Indus dyeing increased by Rs51.63 per share closing at Rs912.24Indus Motor Co. recorded maximum decrease of Rs75.73 per share, closing at Rs1024.42 whereas Philip Morris Pak. was runner up with the decrease of Rs54.33 per share, closing at Rs130.",['Price of shares stood at Rs23.514 billion against Rs25.185 billion previous day'],0
24,"ISLAMABAD: The exchange rate of Pak rupee was strengthened by 05 paisas against the US dollar in the interbank trading on Monday and closed at Rs157.07 as compared to the previous dayÃ¢Â€Â™s closing of Rs157.12. According to Forex Association of Pakistan, the buying and selling rates of dollar in the open market were recorded at Rs157 and Rs157.9 respectively.Similarly, the price of euro was depreciated by 84 paisas and closed at Rs186.56 against the last dayÃ¢Â€Â™s trading of Rs187.40, the State Bank of Pakistan reported.The Japanese Yen remained unchanged to close at Rs1.44, whereas a decrease of 30 paisas was witnessed in the exchange rate of British Pound, which was traded at Rs217.10 as compared to its last closing of Rs 217.40. The exchange rates of Emirates Dirham and Saudi Riyal decreased by two paisas each to close at Rs 42.76 and Rs 41.86 respectively.",['Rupee strengthened by 55 paisas against the US dollar'],0
25,"The federal cabinet early this week approved the State Bank of Pakistan (SBP)  Ã¢Â€Â˜Amendment Bill 2021Ã¢Â€Â™. Reportedly, the bill advocates fundamental changes in the SBP founding laws of 1956. According to finance minister Dr Hafeez Sheikh, the SBPÃ¢Â€Â™s sole mandate would be Ã¢Â€Âœprice control and to independently set monetary policy and exchange rate policy.Ã¢Â€ÂThe amendments include administrative changes such as the term of office of the SBP governor shall be five years, the government shall not borrow or seek guarantees from the SBP for its operations, and the remuneration, terms and conditions of the service of the governor and deputy governors will be determined by the SBP board. The governor shall submit bankÃ¢Â€Â™s annual report before the parliament regarding the achievement of its objectives, conduct of monetary policy, state of the economy and overall functioning of financial system. The parliament may require any senior official to attend at such additional times as may be required.Ã¢Â€Â The proposed amendments seek protection to actions taken in good faith by providing indemnity, Ã¢Â€ÂœNo suit, prosecution or any other legal proceedings including for damages shall lie against the bank, its board of directors or members, governor, deputy governors and support for economic policies of the government has been declared as the Ã¢Â€Âœtertiary objectiveÃ¢Â€Â of the SBP. The National Accountability Bureau (NAB) and the Federal Investigation Agency (FIA) cannot investigate the SBP governor, deputy governors, its executives and board and committee members including its former officials without permission of its board of directors. Whereas, on the legislation side, the federal government cannot make legislation without consulting the SBP. Ã¢Â€ÂœThe bank shall be consulted ex ante on any proposed legislative act related to the Bank,Ã¢Â€Â states Section 46B sub-section 8 of the ordinance. The definition of Ã¢Â€Âœmonetary liabilitiesÃ¢Â€Â has been introduced, which means total liabilities of the bank as reduced by the sum of Ã¢Â€Âœdeposits of the government, amounts owing to the IMF, the World Bank, the Asian Development Bank (ADB) or other such instruments, deposits of foreign central banks or sovereign wealth funds, utilised swap lines of foreign central banks and balance of participant central banks under any clearing unionÃ¢Â€Â.The proposed amendment bill has invited an outcry from the leading economists and analysts of the country - with wide coverage in the print, social and electronic media of the country. In the event of passage of this bill as is, the SBP governor perceived by some as an IMF insider, is being portrayed as an Ã¢Â€Â˜Economic ViceroyÃ¢Â€Â™ and the IMF as the East India Company out to usurp the sovereignty of the nation.Dramatic reforms in a country are difficult to be absorbed. Some oppose them out of vested interests and some out of emotions and lack of any rational approach, with some on merit. Setting aside for a while the apprehensions and opinions of the economists of the country, one is tempted to ponder on some basic and undeniable facts to draw out a logical conclusion based on some analytical and rational understanding.The IMF is a lending bank and like all lenders it lends money and ensures that the borrower has sufficient means and fiscal discipline to repay it. To ensure that, it would go to any lengths. In the 1990s, in the face of a severe economic crisis, India approached the IMF for a bailout. IndiaÃ¢Â€Â™s fiscal situation was so bad that the IMF refused to accept IndiaÃ¢Â€Â™s sovereign guarantees and instead demanded India deposited its bullion reserves as hard collateral. The then finance minister of India, Yashwant Sinha, ensured that tons of bullion was flown out from the vaults of Delhi treasury to the IMF vaults in London. Such is the extent to which IMF can go with its member clients. It is also a fact that sectoral regulators in Pakistan, by design, have been rendered ineffective and compromised. So much so that the former government stripped regulators Nepra and Ogra of their independent status and placed them under the line Ministry of Power and Oil & Gas, respectively. Whereas, countryÃ¢Â€Â™s prime regulatory bodies, including SBPÃ¢Â€Â™s, have largely been headed by the hand-picked political appointees.The clause to insulate SBP Governor, its principal officers and the board members from intervention of NAB and FIA is understandable. This Ã¢Â€Â˜precautionÃ¢Â€Â™ stems from an ongoing NAB investigation against SBP officers in the alleged non-transparent merger of the KASB and BankIslami. SBP executives fear that more of their actions would be challenged by NAB and FIA. But, similar has also been the demand of the bureaucracy and elite businessmen of the country as they want to conduct their responsibilities free from fear and perceived or real harassment by NAB. In case of SBP this condition may sail through under the guise of IMF flag, although it is unlikely that the Fund would put up this condition and meddle in the criminal law of the land. Their concern is limited to the independence of SBP and other regulatory entities of Pakistan. The clause pertaining to absolute autonomy to the board of SBP to conduct its business is similar to the recently rolled out reforms for the management of State-Owned Enterprises (SOEs) where the entity boards have been delegated the principal responsibility to its business free from political and bureaucratic interventions. Be that as it may, the country has to just settle the IMF loan and walk out to freedom. Unless we do that, the IMF and its dictates are here to stay. (The writer is former President of Overseas Investors Chambers of Commerce and Industry)Copyright Business Recorder, 2021","['SBP’s sole mandate would be “price control and to independently set monetary policy and exchange rate policy”', 'The National Accountability Bureau (NAB) and the Federal Investigation Agency (FIA) cannot investigate the SBP governor, deputy governors, its executives and board and committee members without permission of its board of directors']",-1
26,"KARACHI:The Pakistani currency has maintained uptrend against the US dollar, as it hit a new over one-year high at Rs154.58 to the US dollar in the inter-bank market on Friday as supplies of the foreign currency remain high in the market compared to its demand.The rupee has made a notable fresh gain on the day the World Bank approved $1.3 billion for Pakistan, including $600 million for Ehsaas programme and to reduce poverty in the country.Besides, the country geared up to raise up to $1 billion from international market through launch of the Eurobond.The rupee closed at Rs155.01 to the greenback on Thursday, according to PakistanÃƒÂ¢Ã‚Â€Ã‚Â™s central bank.With a fresh gain of Rs0.43 on Friday, the rupee has recovered 8.22% or Rs13.85 in the past seven-month to date since it hit all-time low of Rs168.43 on August 26, 2020.ÃƒÂ¢Ã‚Â€Ã‚ÂœThe rupee has maintained uptrend mainly on reports Pakistan has resumed International Monetary FundÃƒÂ¢Ã‚Â€Ã‚Â™s (IMF) loan programme worth $6 billion the other day,ÃƒÂ¢Ã‚Â€Ã‚Â said Exchange Companies Association of Pakistan (ECAP) Chairman Malik Bostan while talking to The Express Tribune.He said that revival of the IMF programme after remaining on hold for about a year since the Covid-19 outbreak in Pakistan in February 2020 has revived the confidence level of local and global business community in the domestic economy. Accordingly, the development helped rupee strengthen further.The revival of IMF programme would also result in increase in supplies of the foreign currency, as the lending institution has approved release of third tranche worth $500 million to Pakistan soon.He said the foreign currency supplies may remain high going forward since the World Bank and Asian Development Bank (ADB) both have announced to give $10-12 billion each over the next five years.The rupee has maintained uptrend partly on the report that PakistanÃƒÂ¢Ã‚Â€Ã‚Â™s foreign currency reserves further increased by $275 million last week to $13.29 billion.The reserves may continue to grow with increasing inflows under the State Bank of PakistanÃƒÂ¢Ã‚Â€Ã‚Â™s (SBP) initiative Roshan Digital Account (RDA) and strong remittances sent home by overseas Pakistanis.","['The World Bank approved $1.3 billion for Pakistan, including $600 million for Ehsaas programme', 'World Bank and Asian Development Bank (ADB) both have announced to give $10-12 billion each over the next five years', 'Pakistan’s foreign currency reserves further increased by $275 million', 'Reserves may continue to grow with increasing inflows under the State Bank of Pakistan’s (SBP) initiative Roshan Digital Account (RDA) and strong remittances sent home by overseas Pakistanis']",-2
27,"ISLAMABAD:The government on Friday approved Rs1 billion in advertisement budget to highlight its economic performance and contain growing negativity against its policies amid Ministry of FinanceÃƒÂ¢Ã‚Â€Ã‚Â™s forecast of a further surge in inflation next month.Finance Minister Dr Abdul Hafeez Shaikh chaired a meeting of the Economic Coordination Committee (ECC) to approve the budget two days after the International Monetary Fund (IMF) revived PakistanÃƒÂ¢Ã‚Â€Ã‚Â™s bailout package.The IMF has revived its loan programme after Pakistan agreed to impose over Rs700 billion in new taxes from July and collect Rs884 billion from electricity consumers through a 36% increase in power tariffs - the two measures that are highly inflationary.The ECC considered and approved a technical supplementary grant for allocation of funds amounting to Rs1 billion for launching advertisement campaigns by the Ministry of Information and Broadcasting to inform and educate people, particularly during the third wave of Covid-19 for the public good, announced the Ministry of Finance on Friday.The ECC summary showed that the money would be given to positively show the governmentÃƒÂ¢Ã‚Â€Ã‚Â™s economic performance, which the information ministry said remained ÃƒÂ¢Ã‚Â€Ã‚Âœunder-projectedÃƒÂ¢Ã‚Â€Ã‚Â.The summary also claimed that various government programmes were not adequately projected in the media.Success stories of the government, which among many include attracting record remittances, improving foreign currency reserves to record level, keeping the current account balance in positive territory, enhancing exports while containing imports, encouraging Madein-Pakistan products, record growth in large-scale manufacturing, revival of construction sector, improving environmental degradation, reforming tour and travel infrastructure and scores of success stories in many other fields had not been properly advertised in the print and electronic media, said the information ministry.However, many of these successes like increase in exports and decrease in imports were contested by the State Bank of Pakistan.The ECC approved the Rs1 billion additional budget the day the Ministry of Finance hinted at a surge in inflation.In its monthly bulletin, the finance ministry said that next month inflation ÃƒÂ¢Ã‚Â€Ã‚Âœis expected to remain between 7.9% and 9.5%ÃƒÂ¢Ã‚Â€Ã‚Â.The Consumer Price Index (CPI) recorded an increase of 8.7% year-on-year in February - a three-percentage-point increase in a single month due to the governmentÃƒÂ¢Ã‚Â€Ã‚Â™s policy measures. Inflation is directly hurting every household and no media campaign can lessen prices of electricity, sugar, wheat and wheat flour.ÃƒÂ¢Ã‚Â€Ã‚ÂœWhen a government takes shelter in advertisement, it means it has failed to perform on the economic front,ÃƒÂ¢Ã‚Â€Ã‚Â said Dr Ashfaque Hasan Khan, former adviser to the finance ministry, while speaking at Express News show - The Review.The finance ministry said that recent developments in inflation showed that the declining trend observed in recent months was interrupted in February. Both yearly and monthly inflation increased, it added.The ministry said that international commodity prices were also recently on a rising trend, especially oil prices and food prices, however, the government had not transferred the burden of increase in petrol prices to the general public.Signs of inflationary pressure are building as a key global gauge of companiesÃƒÂ¢Ã‚Â€Ã‚Â™ input cost inflation rose to its highest for over 12 years in February, feeding through to the largest increase in average selling prices for goods and services for over a decade.It said that global commodity prices continued to surge in February, with energy commodities jumping 14.3% and non-energy commodities rising 2.5%.In this inflationary pressure and slowing economic growth, Pakistan has signed a pact with the IMF that promises to increase electricity prices 36% or Rs5.65 per unit in six months and introduce new taxes of over Rs700 billion from July.The Ministry of Finance also said that the downside risk to cotton production would hamper targeted growth in the agriculture sector. This would not only impact growth but would also push the commodity prices higher.The ministry said the growth of industrial activity was in line with the strong cyclical recovery observed in PakistanÃƒÂ¢Ã‚Â€Ã‚Â™s main trading partners. It is expected that this recovery will continue in the coming months, provided the absence of a new upsurge in Covid-19 that may require restrictions on economic activity.","['Government approved Rs1 billion in advertisement budget to highlight its economic performance', 'Pakistan agreed to impose over Rs700 billion in new taxes from July', '36% increase in power tariffs', 'Increase in electricity prices to Rs5.65 per unit in six months']",-2
28,"ISLAMABAD: China and Pakistan sides, discussed on Friday, marketing plans and development progress for Rashakai Special Economic Zone in an interaction under the CPEC industrial cooperation head. Sun Yaoguo, Vice President, China Road and Bridge Corporation and his delegation called on MOS/chairman Board of Investment Atif Bokhari at the BOI office.Sun informed that development work of Rashakai SEZ was being carried out at a fast pace and to that end respective teams had already been mobilised. He highlighted that aggressive marketing of the SEZ to local and foreign investors was crucial for its speedy occupation and operationalisation.He further said that the standard of services combined with the attractive incentives offered by the Government of Pakistan, Rashakai had the potential to become a hub of economic activity. Additionally, Rashakai SEZ is the flagship project of CPEC and its success will further strengthen industrial cooperation between Pakistan and China.Atif Bokhari concurred with Sun for perusal of an aggressive marketing campaign that effectively highlights the monetary benefits for investors. In this regard MOS/chairman apprised the delegation about approval of two major incentives for SEZs i.e. custom and duty exemption on capital goods and elimination of 1.5 percent turnover tax.He also shared that domestic companies have shown keen interest in setting up enterprises in the Rashakai SEZ and desired that this should be looked into. Both sides also discussed the interest of Chinese enterprises in Rashakai.On a suggestion from CRBC to effectively communicate with the Chinese business community about incentives and sectors for investment, Bokhari agreed and further suggested that he will be part of a webinar on the issue. He emphasised that both sides needed to focus and work towards expediting the relocation of Chinese industry in the Special Economic Zones.During the meeting, Sun also briefed about CRBCÃ¢Â€Â™s mega project in Karachi. The Karachi Coastal Comprehensive Development Zone in collaboration with Ministry of Maritime Affairs aims at developing Karachi as regional hub for economic activity, while simultaneously generating employment opportunities for millions and bringing in sizeable FDI.Copyright Business Recorder, 2021","['Custom and duty exemption on capital goods for SEZs', 'Development work of Rashakai SEZ being carried out at a fast pace', 'Elimination of 1.5 percent turnover tax for SEZs']",1
29,"ISLAMABAD: The government has planned to set up three units of Rashakai Special Economic Zone (SEZ) with a total of $42.2 million investment under the China-Pakistan Economic Corridor (CPEC). Federal Minister for Planning, Development and Special Initiatives Asad Umar chaired a meeting to review the progress on the development of Rashakai Special Economic Zone under the CPEC Framework, here in Islamabad, on Friday.The chairman CPEC Authority, representatives from Khyber-Pakhtunkhwa (KP), the Board of Investment (BOI), and senior officials of the federal and provincial governments attended the meeting.It was told to the meeting that in the first phase, they plan to set up their first unit with an investment of $79 million to produce 500,000 tons of Rebar/Construction steel. Whereas in the second phase, they intend to set up their second unit for production of Industrial Steel with an investment of $77 million and the total investment for three phases will be $42.2 million.The representatives of the developers informed that the first unit, steel plant was under construction and would be soon importing its plant and machinery. The meeting was apprised of the progress of work in the SEZ, especially regarding supply of gas and electricity to the Zone. It was informed that 10MW electricity is available for Rashakai SEZ, while the transmission line for another 160MW is under construction and will be completed by November 2021. A further addition is also planned for 2022.The SNGPL representatives informed that work on the gas supply of 30MMcfd to Rashakai SEZ is underway and scheduled to be completed by the end of December. Representatives from the Federal Board of Revenue (FBR) and the BOI confirmed that all the incentives under the SEZ Act are available to the potential investors in the Zone.Copyright Business Recorder, 2021","['Investment of $79 million to produce 500,000 tons of Rebar/Construction steel in Rashakai SEZ', 'Gas supply of 30MMcfd to Rashakai SEZ underway']",6
30,"ISLAMABAD: The Chinese Road and Bridge Corporation (CRBC) on Friday informed the Board of Investment that the development of Rashakai Special Economic Zone (SEZ) was being carried out expeditiously and respective teams had already been mobilised for the purpose. CRBC Vice President Sun Yaoguo during a meeting with Board of Investment (BoI) Chairman Atif Bokhari gave a briefing about the development progress and marketing plan for the Rashakai economic zone. Mr Sun stressed the need for aggressive marketing of the SEZ before local and foreign investors for its speedy operationalisation.  With the standard of services combined with the attractive incentives offered by Pakistan, Rashakai has the potential to become a hub of economic activity. Besides, Rashakai SEZ is the flagship project of China-Pakistan Economic CorriÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½dor (CPEC) and its success will strengthen industrial cooperation between China and Pakistan, he said. Mr Bokhari concurred with Mr Sun for following an aggressive marketing camp highlight the monetary benefits for investors. In this regard, he said, the government had already approved two major incentives for SEZs in terms of custom and duty exemption on capital goods and elimination of 1.5 per cent turn-over tax. Domestic companies have shown keen interest in setting up enterprises in the Rashakai SEZ and desired that this should be looked into. A BoI press release said that both sides also discussed the interest of Chinese enterprises in Rashakai. Mr Bokhari agreed to a CRBC suggestion aimed at effectively communicating with the Chinese business community about the incentives and sectors for investment.Published in Dawn, March 27th, 2021",['Elimination of 1.5 percent turnover tax for SEZs'],2
31,"ISLAMABAD: The Board of Private Power and Infrastructure Board (PPIB) headed by Secretary Power, Ali Raza Bhutta, on Friday approved extensions in Letter of Support (LoS) of a few projects without any penalty.The Board approved extension in Financial Closing Date of 700.7MW Azad-Pattan Hydropower Project for twelve months sans penalty. The project is included in CPEC and Covid pandemic has also affected its activities.The sources said the board also approved extension in Financial Closing Date of tri-partite Letter of Support for 7.08MW Riali Hydropower Project Muzaffarabad, AJ&K, and extension in Financial Closing Date of Tripartite Letter of Support for 8MW Kathai-II Hydropower Project District Hattian, AJ&K. These projects are under the category of Small Hydropower Projects (SHPPs). In order to improve energy mix in the country emphasis is being laid on renewables and hydro power projects.The 300MW coal-based power project at Gwadar was also discussed. The board advised PPIB to expedite the project as it is important to develop the backward areas of Gwadar, which will be the future economic hub of the country.The board also granted extension in Financial Closing Date of 330 MW imported coal power project of M/s Siddiqsons Energy Limited (SEL). The meeting approved Terms of Reference (ToRs) of ""project committee"" of PPIB board.The board also discussed compliance report on decisions taken in 129th, 130th, and 131th Board meetings .PPIB's annual report was also presented to board.Copyright Business Recorder, 2021","['The 300MW coal-based power project at Gwadar was also discussed.', 'The board also granted extension in Financial Closing Date of 330 MW imported coal power project of M/s Siddiqsons Energy Limited (SEL).']",-2
